price,clarity,table,carat,x,depth,color,z,y,cut
355.0,0.5714285714285714,57.0,0.24,3.97,62.5,0.8333333333333333,2.47,3.94,0.75
357.0,0.7142857142857142,57.0,0.3,4.28,62.2,1.0,2.67,4.3,1.0
357.0,0.7142857142857142,61.0,0.23,3.96,60.5,0.0,2.4,3.97,1.0
357.0,0.5714285714285714,57.0,0.23,3.96,60.9,0.3333333333333333,2.42,3.99,1.0
402.0,0.5714285714285714,57.0,0.23,4.0,60.0,0.3333333333333333,2.41,4.03,1.0
402.0,0.5714285714285714,57.0,0.23,4.04,59.8,0.3333333333333333,2.42,4.06,1.0
402.0,0.5714285714285714,59.0,0.23,3.97,60.7,0.16666666666666666,2.42,4.01,1.0
402.0,0.5714285714285714,58.0,0.23,4.01,59.5,0.16666666666666666,2.4,4.06,1.0
402.0,0.5714285714285714,58.0,0.23,3.92,61.9,0.0,2.44,3.96,1.0
402.0,0.5714285714285714,59.0,0.23,4.06,58.2,0.3333333333333333,2.37,4.08,0.25
402.0,0.5714285714285714,59.0,0.23,3.83,64.1,0.16666666666666666,2.46,3.85,0.25
402.0,0.2857142857142857,54.0,0.31,4.29,64.0,0.6666666666666666,2.75,4.31,0.25
403.0,0.7142857142857142,59.0,0.26,4.13,60.8,0.0,2.52,4.16,1.0
403.0,0.42857142857142855,55.0,0.33,4.49,61.8,0.8333333333333333,2.78,4.51,0.5
403.0,0.42857142857142855,56.0,0.33,4.49,61.2,0.8333333333333333,2.75,4.5,0.5
403.0,0.2857142857142857,56.0,0.33,4.49,61.1,1.0,2.76,4.55,0.5
403.0,0.7142857142857142,56.0,0.26,3.99,65.2,0.0,2.61,4.02,0.25
403.0,0.5714285714285714,63.0,0.26,4.19,58.4,0.0,2.46,4.24,0.25
403.0,0.42857142857142855,56.0,0.32,4.34,63.1,0.6666666666666666,2.75,4.37,0.25
403.0,0.2857142857142857,58.0,0.29,4.24,62.4,0.3333333333333333,2.65,4.26,0.75
403.0,0.42857142857142855,55.0,0.32,4.35,61.8,0.6666666666666666,2.71,4.42,1.0
403.0,0.42857142857142855,56.0,0.32,4.36,63.8,0.6666666666666666,2.79,4.38,0.25
404.0,0.7142857142857142,60.0,0.25,4.0,63.3,0.16666666666666666,2.54,4.03,1.0
404.0,0.42857142857142855,60.0,0.29,4.33,60.7,0.6666666666666666,2.64,4.37,1.0
404.0,0.2857142857142857,61.0,0.24,4.02,60.9,0.3333333333333333,2.45,4.03,1.0
404.0,0.5714285714285714,54.0,0.23,3.93,61.9,0.5,2.44,3.95,0.5
404.0,0.2857142857142857,55.0,0.32,4.45,60.9,0.8333333333333333,2.72,4.48,0.5
404.0,0.7142857142857142,58.0,0.22,3.93,61.6,0.16666666666666666,2.41,3.89,0.75
404.0,0.7142857142857142,62.0,0.22,3.91,59.3,0.0,2.31,3.88,0.75
405.0,0.42857142857142855,59.0,0.3,4.3,61.0,0.8333333333333333,2.63,4.33,0.5
405.0,0.42857142857142855,61.0,0.3,4.43,59.3,1.0,2.61,4.38,0.75
405.0,0.2857142857142857,57.0,0.3,4.25,62.6,0.8333333333333333,2.67,4.28,1.0
405.0,0.2857142857142857,57.0,0.3,4.28,63.0,0.8333333333333333,2.71,4.32,1.0
405.0,0.2857142857142857,55.0,0.3,4.25,63.2,0.8333333333333333,2.7,4.29,0.25
552.0,0.5714285714285714,57.0,0.35,4.54,60.9,0.8333333333333333,2.78,4.59,0.5
552.0,0.2857142857142857,59.0,0.3,4.23,62.6,0.0,2.66,4.27,0.75
552.0,0.2857142857142857,57.0,0.3,4.29,62.5,0.0,2.69,4.32,0.5
552.0,0.2857142857142857,56.0,0.3,4.3,62.1,0.0,2.68,4.33,0.5
552.0,0.42857142857142855,59.0,0.42,4.78,61.5,0.8333333333333333,2.96,4.84,0.75
553.0,1.0,56.0,0.28,4.19,61.4,0.5,2.58,4.22,0.5
553.0,0.8571428571428571,55.3,0.32,4.39,62.0,0.8333333333333333,2.73,4.42,0.5
553.0,0.2857142857142857,57.0,0.31,4.33,63.3,0.5,2.73,4.3,1.0
553.0,0.2857142857142857,58.0,0.31,4.35,61.8,0.5,2.68,4.32,0.75
553.0,0.8571428571428571,58.0,0.24,4.01,60.7,0.16666666666666666,2.44,4.03,0.75
553.0,0.8571428571428571,60.0,0.24,3.97,61.5,0.0,2.45,4.0,1.0
554.0,0.2857142857142857,56.0,0.3,4.29,63.1,0.6666666666666666,2.7,4.27,1.0
554.0,0.2857142857142857,59.0,0.3,4.28,62.9,0.6666666666666666,2.68,4.24,0.75
554.0,0.2857142857142857,57.0,0.3,4.29,62.5,0.6666666666666666,2.67,4.25,0.75
554.0,0.2857142857142857,57.0,0.3,4.28,63.7,0.6666666666666666,2.72,4.26,0.25
554.0,1.0,60.0,0.26,4.19,59.2,0.3333333333333333,2.49,4.22,1.0
554.0,1.0,58.0,0.26,4.15,59.9,0.16666666666666666,2.51,4.23,1.0
554.0,1.0,54.0,0.26,4.08,62.4,0.0,2.56,4.13,1.0
554.0,1.0,60.0,0.26,4.01,62.8,0.0,2.53,4.05,1.0
554.0,0.8571428571428571,59.0,0.26,4.06,62.6,0.16666666666666666,2.55,4.09,1.0
554.0,0.8571428571428571,59.0,0.26,4.0,63.4,0.16666666666666666,2.55,4.04,1.0
554.0,0.8571428571428571,60.0,0.26,4.03,62.1,0.0,2.53,4.12,1.0
554.0,1.0,58.0,0.26,4.02,62.9,0.16666666666666666,2.54,4.06,0.5
554.0,0.42857142857142855,56.0,0.38,4.65,61.6,0.8333333333333333,2.87,4.67,0.5
554.0,0.8571428571428571,60.0,0.26,4.22,57.9,0.16666666666666666,2.45,4.25,0.25
554.0,0.8571428571428571,59.0,0.24,3.95,62.3,0.5,2.45,3.92,0.75
554.0,0.8571428571428571,58.0,0.24,4.01,61.2,0.6666666666666666,2.44,3.96,0.75
554.0,0.8571428571428571,59.0,0.24,4.02,60.8,0.6666666666666666,2.44,4.0,0.75
554.0,1.0,58.0,0.24,4.07,60.7,0.6666666666666666,2.46,4.04,0.75
554.0,0.2857142857142857,58.0,0.32,4.35,62.9,0.8333333333333333,2.73,4.33,0.75
2757.0,0.2857142857142857,57.0,0.7,5.7,62.5,0.16666666666666666,3.57,5.72,0.5
2757.0,0.42857142857142855,69.0,0.86,6.45,55.1,0.16666666666666666,3.52,6.33,0.0
2757.0,0.7142857142857142,56.0,0.7,5.7,61.6,0.5,3.5,5.67,0.5
2759.0,0.7142857142857142,57.0,0.71,5.68,62.4,0.16666666666666666,3.56,5.73,1.0
2759.0,0.42857142857142855,56.0,0.78,5.81,63.8,0.5,3.72,5.85,1.0
2759.0,0.7142857142857142,58.0,0.7,5.85,57.5,0.16666666666666666,3.38,5.9,0.25
2759.0,0.5714285714285714,62.0,0.7,5.71,59.4,0.3333333333333333,3.4,5.76,0.25
2759.0,0.42857142857142855,62.0,0.96,6.27,66.3,0.3333333333333333,4.07,5.95,0.0
2760.0,0.2857142857142857,59.0,0.73,5.77,61.6,0.16666666666666666,3.56,5.78,1.0
2760.0,0.2857142857142857,58.0,0.8,5.97,61.5,0.6666666666666666,3.66,5.93,0.75
2760.0,0.2857142857142857,56.0,0.75,5.8,63.2,0.0,3.65,5.75,1.0
2760.0,0.2857142857142857,54.0,0.75,6.0,59.9,0.16666666666666666,3.58,5.96,0.75
2760.0,0.2857142857142857,55.0,0.74,5.8,61.6,0.5,3.59,5.85,0.5
2760.0,0.7142857142857142,58.0,0.75,5.85,61.7,0.5,3.59,5.79,0.75
2760.0,0.5714285714285714,56.0,0.8,5.94,62.9,0.8333333333333333,3.72,5.87,0.5
2760.0,0.2857142857142857,55.0,0.75,5.87,62.2,0.5,3.63,5.8,0.5
2760.0,0.2857142857142857,59.0,0.8,5.9,63.0,0.5,3.69,5.81,0.75
2761.0,1.0,55.0,0.74,5.77,62.3,0.8333333333333333,3.61,5.81,0.5
2761.0,0.42857142857142855,57.0,0.81,6.14,58.8,0.3333333333333333,3.6,6.11,0.5
2761.0,1.0,55.0,0.59,5.38,62.0,0.16666666666666666,3.35,5.43,0.5
2761.0,0.42857142857142855,57.0,0.8,5.96,61.4,0.3333333333333333,3.67,6.0,0.5
2761.0,0.42857142857142855,56.0,0.74,5.8,62.2,0.16666666666666666,3.62,5.84,0.5
2761.0,0.7142857142857142,58.0,0.9,6.16,63.0,0.8333333333333333,3.87,6.12,0.75
2762.0,0.2857142857142857,59.0,0.74,5.73,62.2,0.5,3.59,5.82,1.0
2762.0,0.7142857142857142,56.0,0.73,5.77,62.6,0.3333333333333333,3.6,5.74,0.5
2762.0,0.7142857142857142,53.0,0.73,5.8,62.7,0.3333333333333333,3.62,5.75,0.5
2762.0,0.42857142857142855,58.0,0.8,5.98,61.7,0.3333333333333333,3.68,5.94,0.75
2762.0,0.7142857142857142,54.0,0.71,5.72,62.4,0.5,3.58,5.76,0.5
2762.0,0.7142857142857142,58.0,0.7,5.73,60.7,0.16666666666666666,3.49,5.76,0.5
2762.0,0.42857142857142855,59.0,0.8,6.01,59.9,0.3333333333333333,3.62,6.07,0.5
2762.0,0.42857142857142855,56.0,0.71,5.73,62.3,0.0,3.56,5.69,0.5
2762.0,0.2857142857142857,54.0,0.74,5.8,62.3,0.16666666666666666,3.62,5.83,0.5
2762.0,0.7142857142857142,63.0,0.7,5.64,61.7,0.3333333333333333,3.47,5.61,1.0
2762.0,0.7142857142857142,57.0,0.7,5.57,64.5,0.3333333333333333,3.58,5.53,0.0
2762.0,0.7142857142857142,55.0,0.7,5.63,65.3,0.3333333333333333,3.66,5.58,0.0
2762.0,0.7142857142857142,60.0,0.7,5.65,61.6,0.3333333333333333,3.46,5.59,0.75
2763.0,0.2857142857142857,56.0,0.91,6.09,61.4,0.6666666666666666,3.7,5.97,0.75
2763.0,1.0,57.0,0.61,5.56,59.6,0.0,3.32,5.58,1.0
2763.0,0.42857142857142855,57.0,0.91,6.11,64.4,0.6666666666666666,3.93,6.09,0.0
2763.0,0.42857142857142855,60.0,0.91,6.03,65.7,0.6666666666666666,3.95,5.99,0.0
2763.0,0.7142857142857142,56.0,0.77,5.89,62.0,0.6666666666666666,3.64,5.86,0.5
2764.0,0.2857142857142857,58.0,0.71,5.64,63.6,0.0,3.6,5.68,1.0
2764.0,0.2857142857142857,59.0,0.71,5.69,61.9,0.0,3.53,5.72,0.5
2765.0,0.7142857142857142,60.0,0.7,5.62,62.6,0.16666666666666666,3.53,5.65,1.0
2765.0,0.5714285714285714,60.0,0.77,5.88,61.3,0.6666666666666666,3.61,5.9,1.0
2765.0,0.8571428571428571,60.0,0.63,5.52,60.9,0.16666666666666666,3.37,5.55,0.75
2765.0,0.5714285714285714,62.0,0.71,5.74,60.1,0.3333333333333333,3.46,5.77,1.0
2765.0,0.5714285714285714,59.0,0.71,5.69,61.8,0.3333333333333333,3.53,5.73,0.75
2765.0,0.2857142857142857,57.0,0.76,5.88,61.2,0.6666666666666666,3.61,5.91,0.5
2766.0,0.8571428571428571,56.0,0.64,5.53,61.9,0.5,3.43,5.56,0.5
2766.0,0.7142857142857142,57.0,0.71,5.78,60.9,0.5,3.51,5.75,0.75
2766.0,0.7142857142857142,56.0,0.71,5.89,59.8,0.5,3.5,5.81,0.75
2767.0,0.7142857142857142,55.0,0.7,5.68,61.8,0.0,3.52,5.72,1.0
2767.0,0.5714285714285714,57.0,0.7,5.8,60.0,0.3333333333333333,3.5,5.87,1.0
2767.0,0.42857142857142855,55.0,0.71,5.74,61.6,0.0,3.54,5.76,0.5
2767.0,1.0,64.0,0.7,5.62,62.1,0.6666666666666666,3.5,5.65,0.25
2768.0,0.5714285714285714,59.0,0.71,5.52,63.3,0.5,3.52,5.61,1.0
2768.0,0.2857142857142857,56.0,0.73,5.83,60.2,0.0,3.52,5.87,1.0
2768.0,0.2857142857142857,58.0,0.7,5.66,61.1,0.0,3.48,5.73,1.0
2768.0,0.2857142857142857,57.0,0.7,5.73,60.9,0.16666666666666666,3.5,5.76,0.5
2768.0,0.42857142857142855,59.0,0.71,5.71,61.7,0.0,3.51,5.67,0.75
2769.0,0.2857142857142857,56.0,0.74,5.82,61.3,0.8333333333333333,3.57,5.86,0.5
2770.0,0.7142857142857142,60.0,0.71,5.65,62.5,0.0,3.52,5.61,0.75
2770.0,0.7142857142857142,59.0,0.73,5.83,61.4,0.5,3.56,5.76,0.75
2770.0,0.2857142857142857,57.0,0.76,5.79,62.9,0.3333333333333333,3.65,5.81,1.0
2770.0,0.42857142857142855,57.0,0.76,5.78,62.4,0.0,3.62,5.83,0.5
2770.0,0.2857142857142857,56.0,0.71,5.77,60.7,0.3333333333333333,3.51,5.8,0.5
2770.0,0.7142857142857142,58.0,0.73,5.87,60.7,0.5,3.55,5.82,0.75
2770.0,0.5714285714285714,58.0,0.73,5.79,61.5,0.5,3.55,5.75,0.75
2770.0,0.42857142857142855,57.0,0.73,5.92,59.9,0.0,3.54,5.89,0.5
2770.0,0.7142857142857142,59.0,0.73,5.92,59.2,0.5,3.49,5.87,0.75
2771.0,1.0,56.0,0.72,5.81,60.3,0.6666666666666666,3.51,5.83,1.0
2771.0,0.2857142857142857,60.0,0.73,5.79,61.7,0.3333333333333333,3.58,5.82,1.0
2771.0,0.7142857142857142,57.0,0.71,5.73,61.9,0.5,3.56,5.77,0.5
2771.0,0.42857142857142855,55.0,0.79,5.97,61.9,0.3333333333333333,3.68,5.92,0.5
2772.0,0.8571428571428571,59.0,0.73,5.83,60.4,0.6666666666666666,3.54,5.89,1.0
2772.0,0.42857142857142855,57.0,0.8,6.01,61.0,0.3333333333333333,3.67,6.03,1.0
2772.0,0.8571428571428571,55.0,0.58,5.39,61.5,0.5,3.33,5.44,0.5
2772.0,0.8571428571428571,56.0,0.58,5.33,61.7,0.3333333333333333,3.3,5.37,0.5
2772.0,0.7142857142857142,61.0,0.71,5.8,59.2,0.16666666666666666,3.46,5.88,0.25
2773.0,0.42857142857142855,56.0,0.75,5.85,61.3,0.0,3.6,5.89,0.5
2773.0,0.7142857142857142,62.0,0.7,5.87,58.0,0.0,3.38,5.78,0.75
2774.0,0.0,61.0,1.17,6.83,60.2,1.0,4.13,6.9,1.0
2774.0,0.5714285714285714,55.0,0.6,5.41,61.7,0.16666666666666666,3.35,5.44,0.5
2774.0,0.2857142857142857,55.0,0.7,5.68,62.7,0.16666666666666666,3.58,5.74,0.5
2774.0,0.7142857142857142,54.0,0.83,5.85,64.6,0.8333333333333333,3.79,5.88,0.25
2775.0,0.7142857142857142,61.0,0.74,5.8,61.3,0.3333333333333333,3.57,5.84,1.0
2776.0,0.7142857142857142,56.4,0.72,5.62,63.7,0.5,3.61,5.69,1.0
2776.0,0.7142857142857142,58.0,0.71,5.74,62.7,0.16666666666666666,3.58,5.68,0.75
2776.0,0.7142857142857142,57.0,0.71,5.79,62.2,0.16666666666666666,3.55,5.62,0.5
2776.0,1.0,56.0,0.54,5.25,61.6,0.16666666666666666,3.24,5.27,0.5
2776.0,1.0,57.0,0.54,5.24,61.5,0.16666666666666666,3.23,5.26,0.5
2776.0,0.2857142857142857,56.0,0.72,5.72,61.8,0.5,3.55,5.75,0.5
2776.0,0.2857142857142857,56.0,0.72,5.79,60.7,0.5,3.53,5.82,0.5
2776.0,0.7142857142857142,60.5,0.72,5.8,59.7,0.5,3.47,5.84,0.25
2776.0,0.2857142857142857,56.0,0.71,5.8,60.5,0.5,3.5,5.76,0.5
2777.0,0.5714285714285714,58.0,0.7,5.66,62.7,0.0,3.57,5.73,1.0
2777.0,0.7142857142857142,58.0,0.71,5.67,62.1,0.3333333333333333,3.53,5.7,0.75
2777.0,0.7142857142857142,57.0,0.71,5.64,62.8,0.3333333333333333,3.56,5.69,1.0
2777.0,0.7142857142857142,58.0,0.71,5.61,63.8,0.3333333333333333,3.59,5.64,0.25
2777.0,0.7142857142857142,60.0,0.71,5.87,57.8,0.3333333333333333,3.4,5.9,0.25
2777.0,0.7142857142857142,55.0,0.7,5.7,62.1,0.16666666666666666,3.53,5.67,0.5
2777.0,0.7142857142857142,60.0,0.7,5.71,61.1,0.16666666666666666,3.47,5.64,0.75
2777.0,0.2857142857142857,59.0,0.7,5.79,60.0,0.16666666666666666,3.46,5.75,0.75
2777.0,0.2857142857142857,57.0,0.7,5.73,61.2,0.16666666666666666,3.49,5.68,0.75
2777.0,0.2857142857142857,59.0,0.7,5.67,62.7,0.16666666666666666,3.54,5.63,0.75
2777.0,0.2857142857142857,57.0,0.7,5.73,61.0,0.16666666666666666,3.48,5.68,0.75
2777.0,0.2857142857142857,58.0,0.7,5.78,61.0,0.16666666666666666,3.51,5.72,0.75
2777.0,0.2857142857142857,57.0,0.7,5.76,61.4,0.16666666666666666,3.52,5.7,0.5
2777.0,0.2857142857142857,61.0,0.72,5.82,61.8,0.3333333333333333,3.56,5.71,0.75
2777.0,0.2857142857142857,63.0,0.7,5.76,59.9,0.16666666666666666,3.43,5.7,1.0
2777.0,0.2857142857142857,58.0,0.7,5.71,61.3,0.16666666666666666,3.49,5.68,0.75
2777.0,0.2857142857142857,58.0,0.7,5.77,60.5,0.16666666666666666,3.48,5.74,0.75
2777.0,0.7142857142857142,59.0,0.7,5.64,64.1,0.16666666666666666,3.6,5.59,0.25
2777.0,0.42857142857142855,60.0,0.98,6.05,67.9,0.6666666666666666,4.08,5.97,0.0
2777.0,0.2857142857142857,58.0,0.78,5.83,62.4,0.3333333333333333,3.63,5.8,0.75
2777.0,0.2857142857142857,60.0,0.7,5.6,63.2,0.16666666666666666,3.51,5.51,1.0
2778.0,0.8571428571428571,55.0,0.52,5.19,61.3,0.3333333333333333,3.19,5.22,0.5
2779.0,0.7142857142857142,56.0,0.73,5.82,60.8,0.6666666666666666,3.55,5.84,1.0
2779.0,0.2857142857142857,56.0,0.74,5.84,61.7,0.16666666666666666,3.59,5.8,0.5
2780.0,0.7142857142857142,57.0,0.7,5.61,63.6,0.3333333333333333,3.58,5.65,1.0
2780.0,0.7142857142857142,58.0,0.77,5.9,61.2,0.5,3.62,5.93,0.75
2780.0,0.7142857142857142,54.0,0.71,5.68,62.1,0.3333333333333333,3.54,5.72,0.5
2780.0,0.5714285714285714,55.0,0.74,5.81,61.5,0.5,3.59,5.86,0.5
2780.0,0.5714285714285714,59.0,0.7,5.64,61.4,0.5,3.49,5.73,0.5
2781.0,0.0,60.0,1.01,6.39,61.8,0.3333333333333333,3.94,6.36,0.75
2781.0,0.2857142857142857,56.0,0.77,5.83,62.2,0.6666666666666666,3.64,5.88,0.5
2781.0,0.2857142857142857,56.0,0.78,5.92,61.2,0.6666666666666666,3.64,5.99,0.5
2782.0,0.5714285714285714,63.0,0.72,5.83,60.6,0.6666666666666666,3.51,5.76,1.0
2782.0,1.0,64.0,0.53,5.34,57.5,0.0,3.08,5.37,1.0
2782.0,0.7142857142857142,56.0,0.76,5.9,61.3,0.5,3.63,5.94,0.5
2782.0,0.5714285714285714,62.0,0.7,5.81,57.2,0.16666666666666666,3.31,5.77,0.25
2782.0,0.5714285714285714,60.0,0.7,5.62,62.9,0.16666666666666666,3.51,5.54,0.75
2782.0,0.42857142857142855,58.0,0.75,5.78,63.1,0.0,3.63,5.73,1.0
2782.0,0.2857142857142857,57.0,0.72,5.76,60.8,0.0,3.5,5.75,0.5
2782.0,0.2857142857142857,59.0,0.72,5.73,62.7,0.0,3.58,5.69,0.75
2782.0,0.2857142857142857,60.0,0.7,5.68,62.8,0.0,3.56,5.66,0.75
2782.0,0.2857142857142857,67.0,0.84,6.39,55.1,0.5,3.47,6.2,0.0
2782.0,0.2857142857142857,59.0,0.75,5.88,61.4,0.3333333333333333,3.6,5.85,0.75
2783.0,0.14285714285714285,55.0,0.52,5.14,62.2,0.3333333333333333,3.21,5.18,0.5
2784.0,0.7142857142857142,54.0,0.72,5.69,63.0,0.3333333333333333,3.6,5.73,1.0
2784.0,0.5714285714285714,56.0,0.79,5.85,63.7,0.6666666666666666,3.75,5.92,1.0
2787.0,0.7142857142857142,58.0,0.72,5.66,63.6,0.3333333333333333,3.61,5.69,1.0
2787.0,0.8571428571428571,57.0,0.51,5.11,62.0,0.3333333333333333,3.18,5.15,0.5
2787.0,0.5714285714285714,56.0,0.64,5.54,61.5,0.0,3.41,5.55,0.5
2788.0,0.8571428571428571,60.0,0.7,5.74,60.5,0.6666666666666666,3.48,5.77,1.0
2788.0,0.5714285714285714,60.0,0.83,6.07,61.1,0.8333333333333333,3.72,6.1,1.0
2788.0,1.0,56.0,0.76,5.85,61.8,0.8333333333333333,3.62,5.87,0.5
2788.0,0.7142857142857142,56.0,0.71,5.64,63.3,0.0,3.58,5.68,0.25
2788.0,0.5714285714285714,64.0,0.77,5.97,59.4,0.5,3.53,5.92,0.25
2788.0,0.2857142857142857,55.0,0.71,5.71,62.5,0.3333333333333333,3.55,5.65,0.5
2788.0,0.0,58.0,1.01,6.29,64.5,0.16666666666666666,4.03,6.21,0.0
2788.0,0.42857142857142855,59.0,1.01,6.31,62.7,0.6666666666666666,3.93,6.22,0.75
2789.0,0.2857142857142857,52.0,0.77,5.81,64.2,0.3333333333333333,3.72,5.77,0.25
2789.0,0.2857142857142857,54.0,0.76,5.76,63.7,0.16666666666666666,3.7,5.85,0.25
2789.0,0.2857142857142857,58.0,0.76,5.92,60.4,0.16666666666666666,3.58,5.94,0.75
2789.0,0.2857142857142857,58.0,0.76,5.82,61.8,0.16666666666666666,3.61,5.86,0.75
2789.0,0.42857142857142855,56.0,1.05,6.49,63.2,1.0,4.09,6.45,1.0
2789.0,0.42857142857142855,56.0,0.81,5.97,61.6,0.5,3.69,6.01,0.5
2789.0,0.2857142857142857,56.0,0.7,5.72,61.6,0.16666666666666666,3.53,5.75,0.5
2789.0,0.14285714285714285,57.0,0.55,5.28,60.9,0.5,3.22,5.3,0.5
2789.0,0.42857142857142855,61.0,0.81,5.94,61.0,0.5,3.64,5.99,0.25
2789.0,1.0,57.0,0.63,5.48,62.1,0.16666666666666666,3.38,5.41,0.75
2789.0,0.8571428571428571,60.0,0.63,5.55,60.9,0.16666666666666666,3.37,5.52,0.75
2789.0,0.5714285714285714,60.0,0.77,5.9,61.3,0.6666666666666666,3.61,5.88,0.75
2789.0,0.42857142857142855,59.0,1.05,6.41,65.8,1.0,4.18,6.27,0.0
2790.0,0.14285714285714285,56.0,0.64,5.54,61.3,0.5,3.41,5.58,0.5
2790.0,0.8571428571428571,59.0,0.76,6.0,58.8,0.8333333333333333,3.51,5.94,0.75
2790.0,0.42857142857142855,55.0,0.83,6.02,62.3,0.3333333333333333,3.76,6.05,0.5
2790.0,0.5714285714285714,62.0,0.71,5.77,60.1,0.3333333333333333,3.46,5.74,0.75
2790.0,0.5714285714285714,59.0,0.71,5.73,61.8,0.3333333333333333,3.53,5.69,0.75
2791.0,0.2857142857142857,55.8,0.87,6.07,63.6,0.8333333333333333,3.87,6.1,1.0
2791.0,0.2857142857142857,56.0,0.73,5.74,62.2,0.16666666666666666,3.58,5.78,0.5
2792.0,0.2857142857142857,59.0,0.71,5.83,59.2,0.16666666666666666,3.46,5.86,0.75
2792.0,0.2857142857142857,59.0,0.71,5.7,61.8,0.16666666666666666,3.54,5.75,0.75
2792.0,0.2857142857142857,55.0,0.71,5.72,61.3,0.16666666666666666,3.52,5.77,0.5
2792.0,0.5714285714285714,60.0,0.7,5.71,62.1,0.3333333333333333,3.53,5.65,0.75
2792.0,0.5714285714285714,60.0,0.7,5.78,60.7,0.3333333333333333,3.5,5.75,0.75
2792.0,1.0,57.0,0.76,5.91,59.6,0.6666666666666666,3.51,5.86,0.75
2792.0,0.5714285714285714,56.0,0.7,5.73,62.2,0.3333333333333333,3.55,5.68,0.5
2793.0,0.2857142857142857,57.0,0.79,5.98,60.6,0.5,3.65,6.06,1.0
2793.0,0.7142857142857142,57.0,0.7,5.66,62.9,0.16666666666666666,3.57,5.69,1.0
2793.0,0.7142857142857142,55.0,0.7,5.6,64.1,0.16666666666666666,3.61,5.66,0.25
2793.0,0.7142857142857142,56.0,0.76,5.87,61.3,0.8333333333333333,3.61,5.91,0.5
2793.0,0.7142857142857142,55.0,0.73,5.72,62.7,0.6666666666666666,3.6,5.76,0.5
2794.0,0.2857142857142857,56.0,0.79,5.91,63.2,0.16666666666666666,3.72,5.86,1.0
2795.0,0.7142857142857142,56.0,0.71,5.81,60.7,0.16666666666666666,3.53,5.82,1.0
2795.0,1.0,60.0,0.81,5.91,61.9,0.8333333333333333,3.64,5.86,0.75
2795.0,0.42857142857142855,55.0,0.81,5.92,62.6,0.3333333333333333,3.72,5.96,0.5
2795.0,0.5714285714285714,60.0,0.72,5.74,60.7,0.3333333333333333,3.48,5.72,0.25
2795.0,0.42857142857142855,60.0,0.72,5.73,62.0,0.0,3.54,5.69,0.75
2795.0,0.14285714285714285,57.0,0.72,5.72,63.0,0.8333333333333333,3.6,5.7,0.75
2795.0,0.7142857142857142,59.0,0.81,6.17,58.0,0.6666666666666666,3.57,6.13,0.75
2795.0,0.7142857142857142,57.0,0.72,5.73,62.9,0.5,3.58,5.65,0.75
2795.0,0.42857142857142855,60.0,1.0,6.61,58.2,0.8333333333333333,3.83,6.55,0.75
2796.0,0.2857142857142857,58.0,0.73,5.7,63.2,0.16666666666666666,3.62,5.76,0.25
